id,post,reply,comment,time_comment,sentiment_results,sentiment,confidence,score,entity_post,entity_comment
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Billionaire race for space blue origin is way too behind space x,2021-07-24,"{'sentiment': '5 stars', 'confidence': 0.4087086617946625, 'score': 5}",5 stars,0.4087086617946625,5,"Team Blue,ORG",
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,I was wondering how much the Stake s Worth hence the Value Creation,2021-07-22,"{'sentiment': '3 stars', 'confidence': 0.3454746603965759, 'score': 3}",3 stars,0.3454746603965759,3,"Team Blue,ORG",
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Congratulations to Jeff and the whole Blue Origin team I’m looking forward to seeing Blue Origin go orbital,2021-07-22,"{'sentiment': '5 stars', 'confidence': 0.4247415065765381, 'score': 5}",5 stars,0.4247415065765381,5,"Team Blue,ORG","Blue Origin,ORG|Jeff,PERSON"
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Awesome I took this Picture That is so cool I am so glad to be apart of this Historical Moment Thank you,2021-07-22,"{'sentiment': '5 stars', 'confidence': 0.9180983901023865, 'score': 5}",5 stars,0.9180983901023865,5,"Team Blue,ORG",
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Congrats whole blue team,2021-09-07,"{'sentiment': '5 stars', 'confidence': 0.3928984999656677, 'score': 5}",5 stars,0.3928984999656677,5,"Team Blue,ORG",
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Congratulations It was so exciting to be in Van Horn to watch y’all take off into space,2021-07-22,"{'sentiment': '5 stars', 'confidence': 0.6258741617202759, 'score': 5}",5 stars,0.6258741617202759,5,"Team Blue,ORG","Van Horn,FAC"
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Congratulations for what barely making it to the edge of space on a rocket that barely went Mach 3 and all you did was send some people up in free fall back down really didn t even make it to outer space SpaceX Rockets have sent men to the ISS space station and brought them back SpaceX has also put satellite in space and they re the reasons that reusable Rockets or even thought about All Jeff Bezos is is a man that likes to stop real sign by SpaceX is doing and taking away money NASA is trying to give them for real Space missions If I want a carnival ride to the edge of space I guess I would go to Jeff Bezos I wanted to make it to outer space to the moon and Beyond I would go with SpaceX Elon Musk crew,2021-07-22,"{'sentiment': '1 star', 'confidence': 0.5315908193588257, 'score': 1}",1 star,0.5315908193588257,1,"Team Blue,ORG","Jeff Bezos,PERSON|SpaceX Elon Musk,ORG|NASA,ORG|SpaceX,PERSON|SpaceX,ORG"
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Whats up cry babies Congratulations on winning the nasa contract,2021-08-17,"{'sentiment': '5 stars', 'confidence': 0.385456383228302, 'score': 5}",5 stars,0.385456383228302,5,"Team Blue,ORG","nasa,ORG"
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,You didnt give us any view of the Earth from the inside,2021-07-25,"{'sentiment': '1 star', 'confidence': 0.4524093270301819, 'score': 1}",1 star,0.4524093270301819,1,"Team Blue,ORG","Earth,LOC"
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Do something impressive Like actually go into orbit,2021-07-22,"{'sentiment': '5 stars', 'confidence': 0.46967384219169617, 'score': 5}",5 stars,0.46967384219169617,5,"Team Blue,ORG",
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Congratulations to the Blue Origin Team What an awesome experience I remember teaching students about space and designing rockets and that after NASA decommisioned the shuttle program private citizens would be able to travel to space Now it has happened I hope those students they were watching,2021-07-23,"{'sentiment': '5 stars', 'confidence': 0.7459842562675476, 'score': 5}",5 stars,0.7459842562675476,5,"Team Blue,ORG","NASA,ORG|the Blue Origin Team,ORG"
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Your Da sells Avon,2021-07-22,"{'sentiment': '5 stars', 'confidence': 0.5183629989624023, 'score': 5}",5 stars,0.5183629989624023,5,"Team Blue,ORG","Avon,ORG"
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,To the team blue I would also like to go to space with you,2021-07-23,"{'sentiment': '4 stars', 'confidence': 0.34069907665252686, 'score': 4}",4 stars,0.34069907665252686,4,"Team Blue,ORG",
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Can I make a reservation？,2021-07-22,"{'sentiment': '1 star', 'confidence': 0.26368042826652527, 'score': 1}",1 star,0.26368042826652527,1,"Team Blue,ORG","？,PRODUCT"
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Great innovation Congratulations,2021-07-22,"{'sentiment': '5 stars', 'confidence': 0.8305501341819763, 'score': 5}",5 stars,0.8305501341819763,5,"Team Blue,ORG",
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Same to you and to great men Jeff B,2021-07-22,"{'sentiment': '5 stars', 'confidence': 0.5306718349456787, 'score': 5}",5 stars,0.5306718349456787,5,"Team Blue,ORG","Jeff B,PERSON"
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,can I please get one of your water bottles,2021-07-22,"{'sentiment': '1 star', 'confidence': 0.30926769971847534, 'score': 1}",1 star,0.30926769971847534,1,"Team Blue,ORG",
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Blue origin all the way ♥️🥂,2021-07-22,"{'sentiment': '5 stars', 'confidence': 0.310932993888855, 'score': 5}",5 stars,0.310932993888855,5,"Team Blue,ORG",
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Congratulations team Blue Origin！,2021-07-22,"{'sentiment': '5 stars', 'confidence': 0.5896797180175781, 'score': 5}",5 stars,0.5896797180175781,5,"Team Blue,ORG","Blue Origin！,ORG"
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Congratulations blue origin team 💙 fantastic job,2021-07-23,"{'sentiment': '5 stars', 'confidence': 0.8458279967308044, 'score': 5}",5 stars,0.8458279967308044,5,"Team Blue,ORG",
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Thanks for choosing Van Horn VHHS Alumni,2021-07-23,"{'sentiment': '5 stars', 'confidence': 0.4929872453212738, 'score': 5}",5 stars,0.4929872453212738,5,"Team Blue,ORG","Van Horn VHHS Alumni,ORG"
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,It s odd you can put a ship into space but can t manage a phone system for your Kent operations try getting through to a person no directory and the operator just hangs up after 60 secs,2021-08-17,"{'sentiment': '3 stars', 'confidence': 0.4124578833580017, 'score': 3}",3 stars,0.4124578833580017,3,"Team Blue,ORG","Kent,PERSON"
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,You are awarded NASA contracts based on your credentials or lack thereof Not by filing lawsuit after lawsuit based on horse hockey You want to go to the moon Try getting into orbit or to the ISS first or actually delivering my Prime package on the next day,2021-08-17,"{'sentiment': '1 star', 'confidence': 0.5305339694023132, 'score': 1}",1 star,0.5305339694023132,1,"Team Blue,ORG","NASA,ORG|ISS,ORG"
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,PR Disaster Suing SpaceX Lol OMG Crazy,2021-08-17,"{'sentiment': '1 star', 'confidence': 0.5147011876106262, 'score': 1}",1 star,0.5147011876106262,1,"Team Blue,ORG",
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Yall lost get over it 😂,2021-08-17,"{'sentiment': '1 star', 'confidence': 0.4598447382450104, 'score': 1}",1 star,0.4598447382450104,1,"Team Blue,ORG","Yall,ORG"
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Næh Not a SpaceX 🤷‍♂️,2021-08-17,"{'sentiment': '1 star', 'confidence': 0.3347741663455963, 'score': 1}",1 star,0.3347741663455963,1,"Team Blue,ORG","SpaceX,ORG"
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,i hate Blue Origin,2021-08-21,"{'sentiment': '1 star', 'confidence': 0.609549880027771, 'score': 1}",1 star,0.609549880027771,1,"Team Blue,ORG",
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Can you please tell your boss to stop crying His bid sucked and space x is better Deal with it,2021-08-16,"{'sentiment': '1 star', 'confidence': 0.6263445615768433, 'score': 1}",1 star,0.6263445615768433,1,"Team Blue,ORG",
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,What s with the tantrum Jeff,2021-08-18,"{'sentiment': '5 stars', 'confidence': 0.44371894001960754, 'score': 5}",5 stars,0.44371894001960754,5,"Team Blue,ORG","Jeff,PERSON"
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Oh for God s sake give it up losers Call us when the BE 4 is actually working,2021-08-17,"{'sentiment': '1 star', 'confidence': 0.4764530658721924, 'score': 1}",1 star,0.4764530658721924,1,"Team Blue,ORG",
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Suing NASA what a crybaby Hopefully you get squashed and get to pay their legal fees,2021-08-17,"{'sentiment': '1 star', 'confidence': 0.8389132022857666, 'score': 1}",1 star,0.8389132022857666,1,"Team Blue,ORG","NASA,ORG"
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Who is New Glenn your orbital rocket Jeff Bezos,2021-08-16,"{'sentiment': '5 stars', 'confidence': 0.4594161808490753, 'score': 5}",5 stars,0.4594161808490753,5,"Team Blue,ORG","Jeff Bezos,PERSON"
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Really this is one sad guy And they still have not reached orbit Please can you guys just stop delaying everything cause your little mini me can get his way Or maybe nasa should just take dynetics and get it over and done with Blue origin is preventing civilization to move forward,2021-08-16,"{'sentiment': '1 star', 'confidence': 0.8613524436950684, 'score': 1}",1 star,0.8613524436950684,1,"Team Blue,ORG","nasa,ORG"
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Tory wants to know where his engines are Bozo,2021-08-19,"{'sentiment': '3 stars', 'confidence': 0.37704160809516907, 'score': 3}",3 stars,0.37704160809516907,3,"Team Blue,ORG","Tory,PERSON|Bozo,NORP"
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Let me guess You re suing nasa cause trump made them pick SpaceX during the Biden admin lmao Your days are numbered Jeff Washington Post is commiting fraud wire fraud federal mail fraud and stealing students federal aid at your for profit companies to fund your rockets That s right Jeff Bezos is stealing student aid money to fund his rockets His schools regularly cancel degree programs for a year and they charge you anyways Wait a year and all the sudden your degree program is back He s purposely causing drop outs and hoping they won t keep track of their student aid accounts,2021-08-17,"{'sentiment': '1 star', 'confidence': 0.8341048359870911, 'score': 1}",1 star,0.8341048359870911,1,"Team Blue,ORG","Biden,PERSON|Jeff Bezos,PERSON|nasa,ORG|Jeff Washington Post,ORG|SpaceX,PERSON"
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,Because we want the man who has horrible working conditions at his warehouses to be the one running the space race,2021-08-15,"{'sentiment': '4 stars', 'confidence': 0.22463753819465637, 'score': 4}",4 stars,0.22463753819465637,4,"Team Blue,ORG",
ZmVlZGJhY2s6OTE0NzEzODM5MDgwODkw,Thank you to Team Blue for making this a special week,275.0,,2021-08-13,"{'sentiment': '2 stars', 'confidence': 0.26056772470474243, 'score': 2}",2 stars,0.26056772470474243,2,"Team Blue,ORG",
ZmVlZGJhY2s6OTE0MDY1NzgyNDc5MDI5,It was a true honor to have the daughters of Alan Shepard with us yesterday for our First Human Flight of Hear their reflection on what this historic day meant to them,47.0,You need to get rid of the host I couldn’t watch her after 10 mins yesterday you can certainly tell she is in sales,2021-07-21,"{'sentiment': '1 star', 'confidence': 0.4671162962913513, 'score': 1}",1 star,0.4671162962913513,1,"Alan Shepard,PERSON",
ZmVlZGJhY2s6OTE0MDY1NzgyNDc5MDI5,It was a true honor to have the daughters of Alan Shepard with us yesterday for our First Human Flight of Hear their reflection on what this historic day meant to them,47.0,How does everyone feel about the quality professionalism of the broadcast I know they are trying to make these podcasts entertaining to the general public but I felt that some of the jokes fell flat and were corny I actually preferred Gary Lai s commentary which was scientific and factual even though he was very quiet for the most part and might have come across as being a little bit dry,2021-07-21,"{'sentiment': '3 stars', 'confidence': 0.4665498733520508, 'score': 3}",3 stars,0.4665498733520508,3,"Alan Shepard,PERSON","Gary Lai s,PERSON"
ZmVlZGJhY2s6OTE0MDY1NzgyNDc5MDI5,It was a true honor to have the daughters of Alan Shepard with us yesterday for our First Human Flight of Hear their reflection on what this historic day meant to them,47.0,Simply Superb congratulations Ayaz Parwez from India email address parwezsir@rediffmail com,2021-07-22,"{'sentiment': '5 stars', 'confidence': 0.7928506731987, 'score': 5}",5 stars,0.7928506731987,5,"Alan Shepard,PERSON","Ayaz Parwez,PERSON|India,GPE"
ZmVlZGJhY2s6OTE0MDY1NzgyNDc5MDI5,It was a true honor to have the daughters of Alan Shepard with us yesterday for our First Human Flight of Hear their reflection on what this historic day meant to them,47.0,Also Admire the Parachute Symbol 🤷‍♂️ If any 🙂,2021-07-23,"{'sentiment': '5 stars', 'confidence': 0.4865579903125763, 'score': 5}",5 stars,0.4865579903125763,5,"Alan Shepard,PERSON",
ZmVlZGJhY2s6OTE0MDY1NzgyNDc5MDI5,It was a true honor to have the daughters of Alan Shepard with us yesterday for our First Human Flight of Hear their reflection on what this historic day meant to them,47.0,Who’s Alan Shepard,2021-07-22,"{'sentiment': '5 stars', 'confidence': 0.34254270792007446, 'score': 5}",5 stars,0.34254270792007446,5,"Alan Shepard,PERSON","Alan Shepard,PERSON"
ZmVlZGJhY2s6OTE0MDY1NzgyNDc5MDI5,It was a true honor to have the daughters of Alan Shepard with us yesterday for our First Human Flight of Hear their reflection on what this historic day meant to them,47.0,Please check my YouTube video on blue origin vs virgin galactic,2021-07-22,"{'sentiment': '1 star', 'confidence': 0.4809859097003937, 'score': 1}",1 star,0.4809859097003937,1,"Alan Shepard,PERSON","YouTube,PERSON"
ZmVlZGJhY2s6OTE0MDY1NzgyNDc5MDI5,It was a true honor to have the daughters of Alan Shepard with us yesterday for our First Human Flight of Hear their reflection on what this historic day meant to them,47.0,i ❣️ It 💨,2021-07-22,"{'sentiment': '5 stars', 'confidence': 0.4129628539085388, 'score': 5}",5 stars,0.4129628539085388,5,"Alan Shepard,PERSON",
ZmVlZGJhY2s6OTE0MDY1NzgyNDc5MDI5,It was a true honor to have the daughters of Alan Shepard with us yesterday for our First Human Flight of Hear their reflection on what this historic day meant to them,47.0,nice,2021-08-17,"{'sentiment': '4 stars', 'confidence': 0.43684086203575134, 'score': 4}",4 stars,0.43684086203575134,4,"Alan Shepard,PERSON",
ZmVlZGJhY2s6OTE0MDY1NzgyNDc5MDI5,It was a true honor to have the daughters of Alan Shepard with us yesterday for our First Human Flight of Hear their reflection on what this historic day meant to them,47.0,Yes,2021-07-21,"{'sentiment': '5 stars', 'confidence': 0.3790786564350128, 'score': 5}",5 stars,0.3790786564350128,5,"Alan Shepard,PERSON",
ZmVlZGJhY2s6OTE0MDY1NzgyNDc5MDI5,It was a true honor to have the daughters of Alan Shepard with us yesterday for our First Human Flight of Hear their reflection on what this historic day meant to them,47.0,You know what would be a blessing Delivering those missing engines to Tory 🙄,2021-07-21,"{'sentiment': '1 star', 'confidence': 0.2988581955432892, 'score': 1}",1 star,0.2988581955432892,1,"Alan Shepard,PERSON","Tory,NORP"
ZmVlZGJhY2s6OTE0MDY1NzgyNDc5MDI5,It was a true honor to have the daughters of Alan Shepard with us yesterday for our First Human Flight of Hear their reflection on what this historic day meant to them,47.0,Congrats They almost look like twins love it,2021-07-21,"{'sentiment': '5 stars', 'confidence': 0.5961394906044006, 'score': 5}",5 stars,0.5961394906044006,5,"Alan Shepard,PERSON",
ZmVlZGJhY2s6OTE0MDY1NzgyNDc5MDI5,It was a true honor to have the daughters of Alan Shepard with us yesterday for our First Human Flight of Hear their reflection on what this historic day meant to them,47.0,Terrific,2021-07-21,"{'sentiment': '5 stars', 'confidence': 0.8610436916351318, 'score': 5}",5 stars,0.8610436916351318,5,"Alan Shepard,PERSON",
ZmVlZGJhY2s6OTE0MDY1NzgyNDc5MDI5,It was a true honor to have the daughters of Alan Shepard with us yesterday for our First Human Flight of Hear their reflection on what this historic day meant to them,47.0,Very nice,2021-07-22,"{'sentiment': '5 stars', 'confidence': 0.6515334844589233, 'score': 5}",5 stars,0.6515334844589233,5,"Alan Shepard,PERSON",
ZmVlZGJhY2s6OTE0MDY1NzgyNDc5MDI5,It was a true honor to have the daughters of Alan Shepard with us yesterday for our First Human Flight of Hear their reflection on what this historic day meant to them,47.0,Amazon com Jeff Bezos Buy Inter Milan,2021-08-08,"{'sentiment': '5 stars', 'confidence': 0.38560983538627625, 'score': 5}",5 stars,0.38560983538627625,5,"Alan Shepard,PERSON","Jeff Bezos,PERSON|Amazon,ORG|Inter Milan,ORG"
ZmVlZGJhY2s6OTE0MDY1NzgyNDc5MDI5,It was a true honor to have the daughters of Alan Shepard with us yesterday for our First Human Flight of Hear their reflection on what this historic day meant to them,47.0,Now what,2021-07-21,"{'sentiment': '5 stars', 'confidence': 0.41361016035079956, 'score': 5}",5 stars,0.41361016035079956,5,"Alan Shepard,PERSON",
ZmVlZGJhY2s6OTE0MDY1NzgyNDc5MDI5,It was a true honor to have the daughters of Alan Shepard with us yesterday for our First Human Flight of Hear their reflection on what this historic day meant to them,47.0,Let s go to another planet to create Brand new civilization for mankind Ya NASA National Aeronautics and Space Administration Tesla Shareholders Club Virgin Galactic Blue Origin,2021-07-22,"{'sentiment': '5 stars', 'confidence': 0.39585646986961365, 'score': 5}",5 stars,0.39585646986961365,5,"Alan Shepard,PERSON","Ya NASA National Aeronautics and Space Administration Tesla Shareholders Club Virgin Galactic Blue Origin,ORG"
ZmVlZGJhY2s6OTE0MDY1NzgyNDc5MDI5,It was a true honor to have the daughters of Alan Shepard with us yesterday for our First Human Flight of Hear their reflection on what this historic day meant to them,47.0,Elon bezos,2021-08-17,"{'sentiment': '1 star', 'confidence': 0.25985708832740784, 'score': 1}",1 star,0.25985708832740784,1,"Alan Shepard,PERSON","Elon,ORG"
ZmVlZGJhY2s6OTE0MDY1NzgyNDc5MDI5,It was a true honor to have the daughters of Alan Shepard with us yesterday for our First Human Flight of Hear their reflection on what this historic day meant to them,47.0,Is it possible to contact with you with avionic and other inventions,2021-08-11,"{'sentiment': '4 stars', 'confidence': 0.37684139609336853, 'score': 4}",4 stars,0.37684139609336853,4,"Alan Shepard,PERSON",
ZmVlZGJhY2s6OTE0MDY1NzgyNDc5MDI5,It was a true honor to have the daughters of Alan Shepard with us yesterday for our First Human Flight of Hear their reflection on what this historic day meant to them,47.0,,2021-07-22,"{'sentiment': '2 stars', 'confidence': 0.26056772470474243, 'score': 2}",2 stars,0.26056772470474243,2,"Alan Shepard,PERSON",
ZmVlZGJhY2s6OTE0MDY1NzgyNDc5MDI5,It was a true honor to have the daughters of Alan Shepard with us yesterday for our First Human Flight of Hear their reflection on what this historic day meant to them,47.0,i hate Blue Origin,2021-08-21,"{'sentiment': '1 star', 'confidence': 0.609549880027771, 'score': 1}",1 star,0.609549880027771,1,"Alan Shepard,PERSON",
ZmVlZGJhY2s6OTE0MDY1NzgyNDc5MDI5,It was a true honor to have the daughters of Alan Shepard with us yesterday for our First Human Flight of Hear their reflection on what this historic day meant to them,47.0,Bezos is an leftist shole and you give him 100 millions,2021-07-21,"{'sentiment': '1 star', 'confidence': 0.7713714838027954, 'score': 1}",1 star,0.7713714838027954,1,"Alan Shepard,PERSON","Bezos,PRODUCT"
ZmVlZGJhY2s6OTE0MDY1NzgyNDc5MDI5,It was a true honor to have the daughters of Alan Shepard with us yesterday for our First Human Flight of Hear their reflection on what this historic day meant to them,47.0,Awesomeness,2021-07-21,"{'sentiment': '5 stars', 'confidence': 0.821038544178009, 'score': 5}",5 stars,0.821038544178009,5,"Alan Shepard,PERSON","Awesomeness,PRODUCT"
ZmVlZGJhY2s6OTE0MDY1NzgyNDc5MDI5,It was a true honor to have the daughters of Alan Shepard with us yesterday for our First Human Flight of Hear their reflection on what this historic day meant to them,47.0,Actually only the capsule made it past the Karman line the booster had separated earlier Making Jeff who Bezos the only man in history to just put the tip in,2021-07-22,"{'sentiment': '1 star', 'confidence': 0.38003161549568176, 'score': 1}",1 star,0.38003161549568176,1,"Alan Shepard,PERSON","Bezos,PERSON|Jeff,PERSON|Karman,PERSON"
ZmVlZGJhY2s6OTEzMjczOTk1ODkxNTQx,is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,How about instead of NewGlenn we name the next rocket NewMercury 😀,2021-07-20,"{'sentiment': '1 star', 'confidence': 0.3789193630218506, 'score': 1}",1 star,0.3789193630218506,1,"UTC Live,ORG|BlueOrigin,ORG","NewMercury,ORG"
ZmVlZGJhY2s6OTEzMjczOTk1ODkxNTQx,is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Good afternoon Mr Bezos Thanks for all you do I have been a customer of Amazon for several years I saw your thank you to Amazon staff and customers without whom your recent trip to space would not have been possible I wanted to personally reach out to you to say that you are very welcome Keep up the great work,2021-07-21,"{'sentiment': '5 stars', 'confidence': 0.562995970249176, 'score': 5}",5 stars,0.562995970249176,5,"UTC Live,ORG|BlueOrigin,ORG","Bezos,PERSON|Amazon,ORG"
ZmVlZGJhY2s6OTEzMjczOTk1ODkxNTQx,is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Congratulations The future has arrived,2021-07-20,"{'sentiment': '5 stars', 'confidence': 0.5767379403114319, 'score': 5}",5 stars,0.5767379403114319,5,"UTC Live,ORG|BlueOrigin,ORG",
