id,post,reply,comment,time_comment
ZmVlZGJhY2s6Mjg4ODk4MjAxNDY4NTY3NQ==,Dragon has autonomously re docked with the Space Station,39.0,Drag reduction system Exaust gas recirculation Hyperloop Transportation Technologies Inc Also recirculate thermal and electricity This idea could help starship too Or ion emission ion winds turbine,2021-07-24
ZmVlZGJhY2s6Mjg4ODk4MjAxNDY4NTY3NQ==,Dragon has autonomously re docked with the Space Station,39.0,AND Total connection in remote times Read the daily Of Adam the Martian THE ARCHITECT OF MARS,2021-07-21
ZmVlZGJhY2s6Mjg4ODk4MjAxNDY4NTY3NQ==,Dragon has autonomously re docked with the Space Station,39.0,Pure fantasy,2021-07-25
ZmVlZGJhY2s6MjcxNzQ5NDk4NTE2NzcxMw==,The Crew,109.0,,
ZmVlZGJhY2s6Mjc4NDIzNDc0NTE2MDQwMw==,Some great close ups of SpaceX s Intravehicular Activity IVA Suit which is worn by astronauts while traveling to and from space in Crew Dragon 👨‍🚀 The suit was designed by Hollywood costume designer Jose Fernandez and SpaceX CEO Elon Musk Astronauts wear the suit to provide protection in case an emergency depressurization occurs in their spacecraft therefore the suit is suitable for a vacuum A single tether at the astronaut s thigh feeds air and electronics into the suit,150.0,Awesome 🚀,2021-02-17
ZmVlZGJhY2s6Mjc4NDIzNDc0NTE2MDQwMw==,Some great close ups of SpaceX s Intravehicular Activity IVA Suit which is worn by astronauts while traveling to and from space in Crew Dragon 👨‍🚀 The suit was designed by Hollywood costume designer Jose Fernandez and SpaceX CEO Elon Musk Astronauts wear the suit to provide protection in case an emergency depressurization occurs in their spacecraft therefore the suit is suitable for a vacuum A single tether at the astronaut s thigh feeds air and electronics into the suit,150.0,Awesomeeeee 👏🏼 💯,2021-02-17
ZmVlZGJhY2s6Mjc4NDIzNDc0NTE2MDQwMw==,Some great close ups of SpaceX s Intravehicular Activity IVA Suit which is worn by astronauts while traveling to and from space in Crew Dragon 👨‍🚀 The suit was designed by Hollywood costume designer Jose Fernandez and SpaceX CEO Elon Musk Astronauts wear the suit to provide protection in case an emergency depressurization occurs in their spacecraft therefore the suit is suitable for a vacuum A single tether at the astronaut s thigh feeds air and electronics into the suit,150.0,amaZing,2021-02-17
ZmVlZGJhY2s6Mjc4NDIzNDc0NTE2MDQwMw==,Some great close ups of SpaceX s Intravehicular Activity IVA Suit which is worn by astronauts while traveling to and from space in Crew Dragon 👨‍🚀 The suit was designed by Hollywood costume designer Jose Fernandez and SpaceX CEO Elon Musk Astronauts wear the suit to provide protection in case an emergency depressurization occurs in their spacecraft therefore the suit is suitable for a vacuum A single tether at the astronaut s thigh feeds air and electronics into the suit,150.0,🤤,2021-02-17
ZmVlZGJhY2s6Mjc3MTY2NDYzOTc1MDc0Nw==,Starship SN9 SN10,162.0,Why would they do that I mean if they have multiple launch pads a distance away but I wouldn t want to try and launch two super heavies next to each other the sound the pressure seems like itd be crazy dangerous then you have the issue of what if both are going wrong I think sequencial launches will be the standard but not simultaneous,2021-01-30
ZmVlZGJhY2s6Mjc3MTY2NDYzOTc1MDc0Nw==,Starship SN9 SN10,162.0,Mike Watts they are big and these are the the ships without the booster stage final design is like Saturn 5 size,2021-01-30
ZmVlZGJhY2s6Mjc3MTY2NDYzOTc1MDc0Nw==,Starship SN9 SN10,162.0,You know they do radiation testing and other tests,2021-01-30
ZmVlZGJhY2s6Mjc3MTY2NDYzOTc1MDc0Nw==,Starship SN9 SN10,162.0,I would be willing to submit to several polygraph tests and a full disclosure of my experience with NASA also so they understand I’m not a lunatic who needs attention and to boost my imagined self importance Although there is a live account of what was happening on YouTube comments somewhere also Probably just good Information for them to scientifically document,2021-01-30
ZmVlZGJhY2s6Mjc3MTY2NDYzOTc1MDc0Nw==,Starship SN9 SN10,162.0,Mary Angela White Burnard May be its because its the blueprint of Nicolas tesla 🤣🤣,2021-01-31
ZmVlZGJhY2s6Mjc3MTY2NDYzOTc1MDc0Nw==,Starship SN9 SN10,162.0,Christian Navarro that is exactly how they made them Welded stainless steel rings,2021-01-30
ZmVlZGJhY2s6MjczNTc0ODUxMDAwOTAyNw==,Time lapse of Dragon on approach – two Dragons now docked to the space station,863.0,Kenneth Wood your reading comprehension needs work Time lapse of Dragon on approach two Dragons now docked to the space station,2020-12-12
ZmVlZGJhY2s6Mjg2NTkzMjU1Njk5MDYyMQ==,Flight proven Falcon 9 launches GPS III 5 to orbit,12.0,I watched the video of the launch and landing Their cameras are getting a lot better Even the one on the barge didn t cut out and the one on the booster recorded the entire landing,2021-06-18
ZmVlZGJhY2s6Mjg2NTkzMjU1Njk5MDYyMQ==,Flight proven Falcon 9 launches GPS III 5 to orbit,12.0,When is the next night time mission,2021-06-22
ZmVlZGJhY2s6Mjg2NTkzMjU1Njk5MDYyMQ==,Flight proven Falcon 9 launches GPS III 5 to orbit,12.0,It s KASAO Kenya aeronautical and space administration organization,2021-06-18
ZmVlZGJhY2s6Mjg2NTkzMjU1Njk5MDYyMQ==,Flight proven Falcon 9 launches GPS III 5 to orbit,12.0,Sweet landing coverage of Stage One,2021-06-18
ZmVlZGJhY2s6Mjg2NTkzMjU1Njk5MDYyMQ==,Flight proven Falcon 9 launches GPS III 5 to orbit,12.0,100 Pbit Internet and 6G to 20G network in Mexico and the world quantum servers and quantum nanochips optical and lásers servers of the most expensive I only want 3000 dollars for my idea 100 Pbit Internet and 6G to 20G network in Mexico and the world 4027 6653 0984 7037 banco Azteca débito soy Méxicano I m mexican,2021-06-21
ZmVlZGJhY2s6Mjg2NTkzMjU1Njk5MDYyMQ==,Flight proven Falcon 9 launches GPS III 5 to orbit,12.0,Please support my project I want to create a project so that every person in the world has the opportunity to fill their dream to fly into space To do this we need your support My goal is to create a website so that every person in the world can try to travel into space Currently for such a trip to be successful huge financial outlays are needed people simply cannot afford such trips Our project is to change this we want every person in the world regardless of age or skin color views or financial capabilities to fly into space Thanks to your donation we will create this project Let s do this so that each of us goes into space,2021-06-21
ZmVlZGJhY2s6Mjg2NTg2MTE5Njk5Nzc1Nw==,View from Falcon 9 s second stage Merlin Vacuum engine,23.0,Jeremiah Mora fake image second stage goes to 500km,2021-06-18
ZmVlZGJhY2s6Mjg2NTg2MTE5Njk5Nzc1Nw==,View from Falcon 9 s second stage Merlin Vacuum engine,23.0,Not fake It s a wide angle lens and for this mission the 2nd stage went to geostationary orbit 35 786 kilometres which is farther than the normal 2nd stage can go to that distance with no problem,2021-06-18
ZmVlZGJhY2s6Mjg2NTg2MTE5Njk5Nzc1Nw==,View from Falcon 9 s second stage Merlin Vacuum engine,23.0,I saw the tragectory path yestereday and thought they messed up with it but guess not Awesome work SpaceX,2021-06-18
ZmVlZGJhY2s6Mjg2NTg2MTE5Njk5Nzc1Nw==,View from Falcon 9 s second stage Merlin Vacuum engine,23.0,Looking back at Earth you d think being 71 water the most intelligent lifeforms would be of the oceans Perhaps they are and we ignorantly assume otherwise 🤔,2021-06-18
ZmVlZGJhY2s6Mjg2NTg2MTE5Njk5Nzc1Nw==,View from Falcon 9 s second stage Merlin Vacuum engine,23.0,How far away from Earth was this taken,2021-06-18
ZmVlZGJhY2s6Mjg2NTg2MTE5Njk5Nzc1Nw==,View from Falcon 9 s second stage Merlin Vacuum engine,23.0,Look how flat the earth is 😂,2021-06-19
ZmVlZGJhY2s6Mjg2NTg2MTE5Njk5Nzc1Nw==,View from Falcon 9 s second stage Merlin Vacuum engine,23.0,👀👀,2021-06-21
ZmVlZGJhY2s6Mjg2NTg2MTE5Njk5Nzc1Nw==,View from Falcon 9 s second stage Merlin Vacuum engine,23.0,If you find the Spacex stream of this launch then you will get the finest video of a stage 1 landing on a barge,2021-06-18
ZmVlZGJhY2s6Mjg2NTg2MTE5Njk5Nzc1Nw==,View from Falcon 9 s second stage Merlin Vacuum engine,23.0,Looks like is sucking the earth with a vacuum Maybe that s the real reason why it s called a vacuum engine,2021-06-17
ZmVlZGJhY2s6Mjg2NTg2MTE5Njk5Nzc1Nw==,View from Falcon 9 s second stage Merlin Vacuum engine,23.0,Far,2021-06-18
ZmVlZGJhY2s6Mjg2NTg2MTE5Njk5Nzc1Nw==,View from Falcon 9 s second stage Merlin Vacuum engine,23.0,Amo essa lupa em foto três por quatro tão procurando meu lugar photoshopado Por onde aindei até a Terra encontrar um caminho pro mar fugir prometi Diana a marcha sem sorriso a morte da Cabeçuda Youtuber mais famosa do Universo saudade A renascida é diferente Terra Cetentrional,2021-06-18
ZmVlZGJhY2s6Mjg2NTg2MTE5Njk5Nzc1Nw==,View from Falcon 9 s second stage Merlin Vacuum engine,23.0,Manytimes2,2021-06-17
ZmVlZGJhY2s6Mjg2NTg2MTE5Njk5Nzc1Nw==,View from Falcon 9 s second stage Merlin Vacuum engine,23.0,Clearly your counterpart Mars would be played by Johnny Depp because he’s such a versatile actor and I think he could easily get into the character of Mars,2021-07-13
ZmVlZGJhY2s6Mjg2NTg2MTE5Njk5Nzc1Nw==,View from Falcon 9 s second stage Merlin Vacuum engine,23.0,,2021-07-18
ZmVlZGJhY2s6Mjg2NTg2MTE5Njk5Nzc1Nw==,View from Falcon 9 s second stage Merlin Vacuum engine,23.0,Beautiful,2021-07-08
ZmVlZGJhY2s6Mjg2NTg2MTE5Njk5Nzc1Nw==,View from Falcon 9 s second stage Merlin Vacuum engine,23.0,You’re welcome,2021-07-13
ZmVlZGJhY2s6Mjg2NTg2MTE5Njk5Nzc1Nw==,View from Falcon 9 s second stage Merlin Vacuum engine,23.0,I am only helping Russia and Asia out the way I am and my personality I can t deal will Bill Gates and Mike Ybarra and them they are not on my level I can t even speak to them because I am a lot smarter we wouldn t understand one another I can t get involved with the middle East or Europe I am a serious man I will continue to help Asia and Russia and if the USA has a problem with it kick me out of the USA or kick them out for not being born here,2021-06-18
ZmVlZGJhY2s6Mjg2NDI2ODAyMzgyMzc0MQ==,Stacking Super Heavy Aft Section,20.0,Dave Michaels 29 raptors,2021-08-31
ZmVlZGJhY2s6Mjg2NDI2ODAyMzgyMzc0MQ==,Stacking Super Heavy Aft Section,20.0,💕💕💕💕 This made me into a major fan when I drove by the facility a few weeks ago Soooo cool,2021-06-15
ZmVlZGJhY2s6Mjg2NDI2ODAyMzgyMzc0MQ==,Stacking Super Heavy Aft Section,20.0,It looks like hard work and dedication for this acassions I m hopping for this great innovation MARS,2021-06-15
ZmVlZGJhY2s6Mjg2NDI2ODAyMzgyMzc0MQ==,Stacking Super Heavy Aft Section,20.0,Wow amazing My favorite giant monster once and always 😍,2021-06-16
ZmVlZGJhY2s6Mjg2NDI2ODAyMzgyMzc0MQ==,Stacking Super Heavy Aft Section,20.0,cool a lot of hard work I bet went into making this real,2021-06-21
ZmVlZGJhY2s6Mjg2NDI2ODAyMzgyMzc0MQ==,Stacking Super Heavy Aft Section,20.0,👀👀,2021-06-21
ZmVlZGJhY2s6Mjg2NDI2ODAyMzgyMzc0MQ==,Stacking Super Heavy Aft Section,20.0,It makes the Saturn V look like Mercury I,2021-06-15
ZmVlZGJhY2s6Mjg2NDI2ODAyMzgyMzc0MQ==,Stacking Super Heavy Aft Section,20.0,Amazing picture,2021-06-15
ZmVlZGJhY2s6Mjg2NDI2ODAyMzgyMzc0MQ==,Stacking Super Heavy Aft Section,20.0,wen orbit,2021-06-15
ZmVlZGJhY2s6Mjg2NDI2ODAyMzgyMzc0MQ==,Stacking Super Heavy Aft Section,20.0,Getting much closer to ho me,2021-06-15
ZmVlZGJhY2s6Mjg2NDI2ODAyMzgyMzc0MQ==,Stacking Super Heavy Aft Section,20.0,Amazing 🤩,2021-06-15
ZmVlZGJhY2s6Mjg2NDI2ODAyMzgyMzc0MQ==,Stacking Super Heavy Aft Section,20.0,Welcome to the future ✊🥰,2021-06-15
ZmVlZGJhY2s6Mjg2NDI2ODAyMzgyMzc0MQ==,Stacking Super Heavy Aft Section,20.0,Bozos and his bottle rockets ain t got nothing on SpaceX I guess it s nice there is competition and what not,2021-06-15
ZmVlZGJhY2s6Mjg2NDI2ODAyMzgyMzc0MQ==,Stacking Super Heavy Aft Section,20.0,🥰😍,2021-06-16
ZmVlZGJhY2s6Mjg2NDI2ODAyMzgyMzc0MQ==,Stacking Super Heavy Aft Section,20.0,Have blessed and safe day you all 😸,2021-06-15
ZmVlZGJhY2s6Mjg2NDI2ODAyMzgyMzc0MQ==,Stacking Super Heavy Aft Section,20.0,starbase,2021-06-26
ZmVlZGJhY2s6Mjg3MDIwNTQxNjU2MzMzNQ==,Team is taking additional time for pre launch check outs ahead of the Transporter 2 mission will announce new target launch date once confirmed,5.0,We are Elon Musk fans,2021-06-24
ZmVlZGJhY2s6Mjg3MDIwNTQxNjU2MzMzNQ==,Team is taking additional time for pre launch check outs ahead of the Transporter 2 mission will announce new target launch date once confirmed,5.0,Heey,2021-06-24
ZmVlZGJhY2s6Mjg3MDIwNTQxNjU2MzMzNQ==,Team is taking additional time for pre launch check outs ahead of the Transporter 2 mission will announce new target launch date once confirmed,5.0,,2021-06-24
ZmVlZGJhY2s6Mjg4NzkyMTE1MTQ1ODQyOA==,First static fire test of Super Heavy booster,35.0,,
ZmVlZGJhY2s6Mjg3OTk4ODM1MjI1MTcwOA==,Separation confirmed Dragon is now performing departure burns to move away from the space station,18.0,La cápsula espacial Dragón se separó del cohete espacial se dirige a su destino programada qué llegué con mucho éxito 👏👏👏👏👏💯💯💯💯💯💯⭐⭐⭐⭐⭐⭐♥️♥️♥️♥️♥️♥️,2021-07-08
ZmVlZGJhY2s6Mjg3OTk4ODM1MjI1MTcwOA==,Separation confirmed Dragon is now performing departure burns to move away from the space station,18.0,Finding the Dragon in this image is almost as easy as Where s Waldo,2021-08-07
ZmVlZGJhY2s6Mjg3OTk4ODM1MjI1MTcwOA==,Separation confirmed Dragon is now performing departure burns to move away from the space station,18.0,Good way,2021-08-07
ZmVlZGJhY2s6Mjg3OTk4ODM1MjI1MTcwOA==,Separation confirmed Dragon is now performing departure burns to move away from the space station,18.0,You left without me I m ready for Mars or the moon there s are the moon doesn t matter call me let s go me let s go we need to leave this planet before we need to leave this planet for China and Russia blows us up,2021-07-08
ZmVlZGJhY2s6Mjg3OTk4ODM1MjI1MTcwOA==,Separation confirmed Dragon is now performing departure burns to move away from the space station,18.0,our little girl,2021-07-09
ZmVlZGJhY2s6Mjg2MjU4ODk0Mzk5MTY0OQ==,Falcon 9 first stage supporting this mission previously launched GPS III 4 in November 2020,10.0,How can someone say I am a Saint no one would believe it I told everyone I am not religious I also wasn t nice to people,2021-06-15
ZmVlZGJhY2s6Mjg2MjU4ODk0Mzk5MTY0OQ==,Falcon 9 first stage supporting this mission previously launched GPS III 4 in November 2020,10.0,Is ¥,2021-06-12
ZmVlZGJhY2s6Mjg2MjU4ODk0Mzk5MTY0OQ==,Falcon 9 first stage supporting this mission previously launched GPS III 4 in November 2020,10.0,Where the fuck is my internet order,2021-06-13
ZmVlZGJhY2s6Mjg2MjU4ODk0Mzk5MTY0OQ==,Falcon 9 first stage supporting this mission previously launched GPS III 4 in November 2020,10.0,So cool Now quit wasting money on an uninhabitable planet on which you can never breath outside air Can’t believe you’re choosing another planet to save with your fortune rather than the planet that made you so rich Don’t see how crappy that is,2021-06-14
ZmVlZGJhY2s6Mjg2MjU4ODk0Mzk5MTY0OQ==,Falcon 9 first stage supporting this mission previously launched GPS III 4 in November 2020,10.0,Amazing pictures,2021-06-15
ZmVlZGJhY2s6Mjg2MjU4ODk0Mzk5MTY0OQ==,Falcon 9 first stage supporting this mission previously launched GPS III 4 in November 2020,10.0,What woman on this planet that is smart and isn t religious These morons said all that wasn t I can t speak to just anyone I hold answers I need a woman that knows certain things I have top level clearance,2021-06-15
ZmVlZGJhY2s6Mjg1NzQ0NjExMTE3MjU5OQ==,Dragon is 20 meters from Space Station,52.0,Space X when are you setting to Jupiter 💫,2021-06-07
ZmVlZGJhY2s6Mjg1NzQ0NjExMTE3MjU5OQ==,Dragon is 20 meters from Space Station,52.0,With you my favorite space company,2021-06-05
ZmVlZGJhY2s6Mjg1NzQ0NjExMTE3MjU5OQ==,Dragon is 20 meters from Space Station,52.0,Watta nice shot 😍,2021-06-05
ZmVlZGJhY2s6Mjg1NzQ0NjExMTE3MjU5OQ==,Dragon is 20 meters from Space Station,52.0,20,2021-06-05
ZmVlZGJhY2s6Mjg1NzQ0NjExMTE3MjU5OQ==,Dragon is 20 meters from Space Station,52.0,I need an engineer advice Machanic on an Engine My bike is oxygen based I have a large a mount of magnetic current that is around me When I go next to power lines the current is higher My bike died because of it I had to do a dry start it worked Than I had to do a fine running on the carb Ok I pulled the battery to reset it I took off the cap and adjusted the screw My Earth magnet don t help I went through all the steps except installing an EMF,2021-06-10
ZmVlZGJhY2s6Mjg1NzQ0NjExMTE3MjU5OQ==,Dragon is 20 meters from Space Station,52.0,I have computers Science medical on lock down join up and help with it or Asia Russia and I will I have a DDclient I run massive servers I make my own internet I hold more cards than Microsoft and I don t like the way they do business,2021-06-12
ZmVlZGJhY2s6Mjg1NzQ0NjExMTE3MjU5OQ==,Dragon is 20 meters from Space Station,52.0,HEY JUS A THOUGHT TO SAVE EARTH FROM FLOODING FROM MELTING ICE MINE THE ICE SHIP IT TO MARS TADAAH,2021-06-07
ZmVlZGJhY2s6Mjg1NzQ0NjExMTE3MjU5OQ==,Dragon is 20 meters from Space Station,52.0,I am mad one of these two had the virus released Elon Musk or Bill Gates one is head of the ilumaniti Bill Gates They got mad Steven played a joke on them Saying I am an old knight family there family had been the family in greek days and mine slaughtered there family We was not knight we was Vikings and Scottish they are stupid I won t fall folder easily or scare Either stop or grow a pair and we will squash this I am stranded now because my Bike won t start they figured out how to iluse an EMP through Microsoft,2021-06-09
ZmVlZGJhY2s6Mjg1NzMzNDgxNDUxNzA2Mg==,More pics of Falcon 9’s launch of Dragon the spacecraft will autonomously dock to the space station at 5 13 a m EDT tomorrow,13.0,How do you go in a lead cave and loose cell service but don t loose connection to the brain,2021-06-09
ZmVlZGJhY2s6Mjg1NzMzNDgxNDUxNzA2Mg==,More pics of Falcon 9’s launch of Dragon the spacecraft will autonomously dock to the space station at 5 13 a m EDT tomorrow,13.0,I have computers Science medical on lock down join up and help with it or Asia Russia and I will I have a DDclient I run massive servers I make my own internet I hold more cards than Microsoft and I don t like the way they do business,2021-06-12
ZmVlZGJhY2s6Mjg1NzMzNDgxNDUxNzA2Mg==,More pics of Falcon 9’s launch of Dragon the spacecraft will autonomously dock to the space station at 5 13 a m EDT tomorrow,13.0,I am mad one of these two had the virus released Elon Musk or Bill Gates one is head of the ilumaniti Bill Gates They got mad Steven played a joke on them Saying I am an old knight family there family had been the family in greek days and mine slaughtered there family We was not knight we was Vikings and Scottish they are stupid I won t fall folder easily or scare Either stop or grow a pair and we will squash this I am stranded now because my Bike won t start they figured out how to iluse an EMP through Microsoft,2021-06-09
ZmVlZGJhY2s6MjgyODE0MDg2NDEwMzEyNA==,The crew is ready for liftoff,150.0,Baddrul Hezri Manspeed May God watch over you,2021-04-23
ZmVlZGJhY2s6MjgyODE0MDg2NDEwMzEyNA==,The crew is ready for liftoff,150.0,Shashika Lakshan ado ai bn me😹💔,2021-04-23
ZmVlZGJhY2s6MjgyODE0MDg2NDEwMzEyNA==,The crew is ready for liftoff,150.0,Watching from Melbourne Beach Getting ready to walk out on the beach for the launch Blessings on a safe and successful mission,2021-04-23
ZmVlZGJhY2s6MjgyODE0MDg2NDEwMzEyNA==,The crew is ready for liftoff,150.0,From Boynton Beach Fl Never gets old absolutely amazing 🚀,2021-04-23
ZmVlZGJhY2s6MjgyODE0MDg2NDEwMzEyNA==,The crew is ready for liftoff,150.0,View from Sumter South Carolina,2021-04-23
ZmVlZGJhY2s6MjgyODE0MDg2NDEwMzEyNA==,The crew is ready for liftoff,150.0,2001 A Space Odyssey same helmet,2021-04-25
ZmVlZGJhY2s6MjgyODE0MDg2NDEwMzEyNA==,The crew is ready for liftoff,150.0,That was one of the coolest things that I have ever seen,2021-04-23
ZmVlZGJhY2s6MjgyODE0MDg2NDEwMzEyNA==,The crew is ready for liftoff,150.0,Looked great from Valrico FL,2021-04-23
ZmVlZGJhY2s6MjgyODE0MDg2NDEwMzEyNA==,The crew is ready for liftoff,150.0,Safe flight Living my dream 🥺,2021-04-23
ZmVlZGJhY2s6MjgyODE0MDg2NDEwMzEyNA==,The crew is ready for liftoff,150.0,We saw the launch from Gainesville Florida Exciting,2021-04-23
ZmVlZGJhY2s6MjgyODE0MDg2NDEwMzEyNA==,The crew is ready for liftoff,150.0,Never gets old,2021-04-23
ZmVlZGJhY2s6MjgyODE0MDg2NDEwMzEyNA==,The crew is ready for liftoff,150.0,cant find a live news of the lift off,2021-04-23
ZmVlZGJhY2s6MjgyODE0MDg2NDEwMzEyNA==,The crew is ready for liftoff,150.0,I like how they left the Dealer MSRP EPA Mileage Sticker in one window,2021-04-23
ZmVlZGJhY2s6MjgyODE0MDg2NDEwMzEyNA==,The crew is ready for liftoff,150.0,Great fake sunrise too,2021-04-23
ZmVlZGJhY2s6MjgyODE0MDg2NDEwMzEyNA==,The crew is ready for liftoff,150.0,Watching from Syria,2021-04-23
ZmVlZGJhY2s6MjgyODE0MDg2NDEwMzEyNA==,The crew is ready for liftoff,150.0,Looks like a really cheesy sci fi movie set,2021-04-23
ZmVlZGJhY2s6MjgyODE0MDg2NDEwMzEyNA==,The crew is ready for liftoff,150.0,Good luck the images on here look amazing I couldn t see anything in Pennsylvania 🤦‍♂️,2021-04-23
ZmVlZGJhY2s6MjgyODE0MDg2NDEwMzEyNA==,The crew is ready for liftoff,150.0,From Saint Pete FL cellphone p30pro,2021-04-23
ZmVlZGJhY2s6MjgyODE0MDg2NDEwMzEyNA==,The crew is ready for liftoff,150.0,That was the most amazing and beautiful launch I have ever seen 🤩,2021-04-23
ZmVlZGJhY2s6MjgyODE0MDg2NDEwMzEyNA==,The crew is ready for liftoff,150.0,Was looking for baby yoda from crew 1 Anyways godspeed,2021-04-23
ZmVlZGJhY2s6MjgyODE0MDg2NDEwMzEyNA==,The crew is ready for liftoff,150.0,Have a good flight 🤗🚀,2021-04-23
ZmVlZGJhY2s6MjgyODE0MDg2NDEwMzEyNA==,The crew is ready for liftoff,150.0,I have enough experiences to know this reaffirm the fact that sometimes you would fall to make a fool of yourself But be determine swallow your pride and pop up as soon as possible,2021-04-23
ZmVlZGJhY2s6MjgyODE0MDg2NDEwMzEyNA==,The crew is ready for liftoff,150.0,Watching from Alaska,2021-04-23
ZmVlZGJhY2s6MjgyODE0MDg2NDEwMzEyNA==,The crew is ready for liftoff,150.0,Watching from Kerala India 🇮🇳,2021-04-23
ZmVlZGJhY2s6MjgyODE0MDg2NDEwMzEyNA==,The crew is ready for liftoff,150.0,dont forget to switch off the lights of the studio after the shoot of your take off,2021-04-23
ZmVlZGJhY2s6MjgyODE0MDg2NDEwMzEyNA==,The crew is ready for liftoff,150.0,Have a safe flight 🙂❤️,2021-04-23
ZmVlZGJhY2s6MjgyODE0MDg2NDEwMzEyNA==,The crew is ready for liftoff,150.0,Very high technology,2021-04-23
ZmVlZGJhY2s6MjgyODE0MDg2NDEwMzEyNA==,The crew is ready for liftoff,150.0,Grande s Tecnologia s,2021-04-23
ZmVlZGJhY2s6MjgyODE0MDg2NDEwMzEyNA==,The crew is ready for liftoff,150.0,SpaceX how restrooms hold pee 24 hour,2021-04-25
ZmVlZGJhY2s6MjgyODE0MDg2NDEwMzEyNA==,The crew is ready for liftoff,150.0,Carsten Michael Petersen Jørgen Due Bork Casper Friis Pedersen vilde billeder i denne tråd Tænk at kunne se liftoff fra haven af,2021-04-24
ZmVlZGJhY2s6MjgyODE0MDg2NDEwMzEyNA==,The crew is ready for liftoff,150.0,There better be a doge coin on that ship,2021-04-23
ZmVlZGJhY2s6MjgyODE0MDg2NDEwMzEyNA==,The crew is ready for liftoff,150.0,When I live from the cockpit Crew Dragon,2021-04-23
ZmVlZGJhY2s6MjgyODE0MDg2NDEwMzEyNA==,The crew is ready for liftoff,150.0,👏👏👏👏👏👏👏 quelle fantastique épopée,2021-04-23
ZmVlZGJhY2s6MjgyODE0MDg2NDEwMzEyNA==,The crew is ready for liftoff,150.0,Looks very comfortable,2021-04-23
ZmVlZGJhY2s6MjgyODE0MDg2NDEwMzEyNA==,The crew is ready for liftoff,150.0,Space X hezouni maakom 😢,2021-04-23
ZmVlZGJhY2s6MjgyODE0MDg2NDEwMzEyNA==,The crew is ready for liftoff,150.0,I didn t see it go,2021-04-23
ZmVlZGJhY2s6MjgyODE0MDg2NDEwMzEyNA==,The crew is ready for liftoff,150.0,Go get em shipmates drag one of the aliens back with to get earthlings heads back where they belong Be Safe Enjoy I want to be the first 25 yr Navy Vet dumped in the atmosphere😂🇱🇷🇱🇷🇱🇷,2021-04-23
ZmVlZGJhY2s6MjgyODE0MDg2NDEwMzEyNA==,The crew is ready for liftoff,150.0,Good effort ♥️💃🏼,2021-04-23
